"

      IBIZA SUMMER VILLAS",,,,,,,,,,,,,,,,,,,,
,Bern,Switzerland,19.63,56.00,20.00,18.00,7.00,7.00,16.00,5.00,8.00,4.00,17.00,16.00,106.00,57.00,19.23,17.00,52.00%,33.00
,Nice,France,19.88,57.00,22.00,16.00,9.00,5.00,15.00,6.00,8.00,4.00,8.00,7.00,46.00,23.00,50.00,78.00,68.00%,20.00
,Toronto,Canada,19.88,58.00,24.00,14.00,9.00,5.00,15.00,6.00,8.00,4.00,10.00,9.00,69.00,38.00,33.74,54.00,56.00%,29.00
,Villefranche-sur-Mer,France,20.00,59.00,22.00,16.00,9.00,5.00,15.00,6.00,8.00,4.00,9.00,8.00,46.00,23.00,50.00,78.00,68.00%,20.00
,Bora Bora,French Polynesia,20.00,60.00,29.00,9.00,8.00,6.00,11.00,10.00,7.00,5.00,6.00,5.00,96.00,52.00,33.33,52.00,64.00%,21.00
,St Barts,Saint Barthélemy,20.00,61.00,31.00,7.00,8.00,6.00,13.00,8.00,11.00,1.00,13.00,12.00,62.00,33.00,32.14,50.00,38.00%,43.00
,Barcelona,Spain,20.63,62.00,24.00,14.00,9.00,5.00,15.00,6.00,9.00,3.00,8.00,7.00,38.00,18.00,61.15,93.00,69.00%,19.00
,Bratislava ,Slovakia,20.63,63.00,23.00,15.00,8.00,6.00,16.00,5.00,8.00,4.00,13.00,12.00,68.00,37.00,35.16,59.00,58.00%,27.00
,Geneva ,Switzerland,21.00,64.00,22.00,16.00,7.00,7.00,16.00,5.00,8.00,4.00,15.00,14.00,94.00,51.00,26.52,41.00,55.00%,30.00
,Sorrento,Italy,21.13,65.00,25.00,13.00,9.00,5.00,15.00,6.00,9.00,3.00,7.00,6.00,23.00,13.00,71.64,111.00,76.00%,12.00
,Queenstown,New Zealand,21.13,66.00,6.00,27.00,2.00,12.00,9.00,12.00,1.00,11.00,11.00,10.00,94.00,51.00,10.00,3.00,38.00%,43.00
,Dublin,Ireland,21.25,67.00,18.00,20.00,6.00,8.00,17.00,4.00,6.00,6.00,15.00,14.00,55.00,28.00,33.61,53.00,48.00%,37.00
,Naples,Italy,21.38,68.00,26.00,12.00,9.00,5.00,15.00,6.00,9.00,3.00,8.00,7.00,31.00,15.00,71.64,111.00,76.00%,12.00
,Amalfi Coast,Italy,21.38,69.00,26.00,12.00,9.00,5.00,15.00,6.00,9.00,3.00,8.00,7.00,31.00,15.00,71.64,111.00,76.00%,12.00
,Montreal,Canada,21.38,70.00,24.00,14.00,8.00,6.00,16.00,5.00,7.00,5.00,13.00,12.00,90.00,50.00,30.43,46.00,52.00%,33.00
,Wellington,New Zealand,21.75,71.00,12.00,24.00,3.00,11.00,9.00,12.00,1.00,11.00,17.00,16.00,139.00,68.00,13.92,5.00,58.00%,27.00
,Prague,Czech Republic,21.88,72.00,23.00,15.00,7.00,7.00,16.00,5.00,7.00,5.00,14.00,13.00,70.00,39.00,35.00,58.00,52.00%,33.00
,Victoria,Seychelles,21.88,73.00,28.00,10.00,8.00,6.00,12.00,9.00,10.00,2.00,17.00,16.00,66.00,36.00,33.33,52.00,37.00%,44.00
,Perth,Australia,22.00,74.00,19.00,19.00,5.00,9.00,10.00,11.00,3.00,9.00,14.00,13.00,177.00,77.00,21.43,22.00,72.00%,16.00
,Zurich,Switzerland,22.13,75.00,21.00,17.00,6.00,8.00,16.00,5.00,8.00,4.00,17.00,16.00,136.00,66.00,22.45,26.00,50.00%,35.00
,Zagreb,Croatia,22.38,76.00,24.00,14.00,8.00,6.00,16.00,5.00,8.00,4.00,15.00,14.00,98.00,54.00,34.43,57.00,60.00%,25.00
,Berlin,Germany,22.38,77.00,22.00,16.00,8.00,6.00,17.00,4.00,6.00,6.00,14.00,13.00,72.00,41.00,35.90,61.00,53.00%,32.00
,Chicago ,USA,22.63,78.00,27.00,11.00,10.00,4.00,15.00,6.00,9.00,3.00,10.00,9.00,96.00,52.00,44.81,68.00,57.00%,28.00
,Munich,Germany,22.63,79.00,21.00,17.00,7.00,7.00,16.00,5.00,7.00,5.00,17.00,16.00,115.00,62.00,24.38,33.00,49.00%,36.00
,Lagos,Portugal,22.75,80.00,29.00,9.00,4.00,10.00,12.00,9.00,11.00,1.00,17.00,16.00,360.00,97.00,23.53,31.00,81.00%,9.00
,Sydney,Australia,23.00,81.00,18.00,20.00,6.00,8.00,10.00,11.00,2.00,10.00,11.00,10.00,151.00,71.00,24.53,34.00,68.00%,20.00
,Lake Como,Italy,23.00,82.00,25.00,13.00,8.00,6.00,16.00,5.00,8.00,4.00,12.00,11.00,88.00,48.00,45.45,71.00,59.00%,26.00
,Monaco,Monaco,23.13,83.00,21.00,17.00,9.00,5.00,15.00,6.00,8.00,4.00,9.00,8.00,49.00,24.00,64.39,101.00,68.00%,20.00
,Rio de Janeiro,Brazil,23.50,84.00,25.00,13.00,6.00,8.00,11.00,10.00,5.00,7.00,9.00,8.00,71.00,40.00,53.11,82.00,68.00%,20.00
,Ljubljana,Slovenia,23.50,85.00,23.00,15.00,8.00,6.00,16.00,5.00,8.00,4.00,16.00,15.00,152.00,72.00,28.50,43.00,57.00%,28.00
,Cancun,Mexico,23.63,86.00,32.00,6.00,7.00,7.00,13.00,8.00,11.00,1.00,11.00,10.00,185.00,81.00,22.41,25.00,26.00%,51.00
,Tulum,Mexico,23.63,87.00,33.00,5.00,7.00,7.00,13.00,8.00,11.00,1.00,12.00,11.00,187.00,83.00,21.43,22.00,24.00%,52.00
,Auckland,New Zealand,23.88,88.00,15.00,22.00,4.00,10.00,10.00,11.00,2.00,10.00,19.00,18.00,130.00,64.00,22.63,28.00,57.00%,28.00
,Budapest,Hungary,24.00,89.00,25.00,13.00,8.00,6.00,16.00,5.00,7.00,5.00,13.00,12.00,66.00,36.00,58.00,89.00,59.00%,26.00
,Salzburg,Austria,24.50,90.00,31.00,7.00,8.00,6.00,14.00,7.00,11.00,1.00,19.00,18.00,217.00,88.00,18.06,15.00,19.00%,54.00
,Buenos Aires,Argentina,24.63,91.00,15.00,22.00,4.00,10.00,10.00,11.00,2.00,10.00,7.00,6.00,62.00,33.00,45.08,70.00,50.00%,35.00
,New Orleans,USA,24.63,92.00,32.00,6.00,9.00,5.00,14.00,7.00,11.00,1.00,11.00,10.00,142.00,69.00,35.33,60.00,42.00%,39.00
,New York,USA,25.00,93.00,26.00,12.00,9.00,5.00,15.00,6.00,8.00,4.00,10.00,9.00,89.00,49.00,53.22,83.00,53.00%,32.00
,Venice,Italy,25.25,94.00,25.00,13.00,8.00,6.00,16.00,5.00,8.00,4.00,13.00,12.00,84.00,46.00,60.19,92.00,61.00%,24.00
,London,United Kingdom,25.25,95.00,20.00,18.00,7.00,7.00,17.00,4.00,6.00,6.00,11.00,10.00,52.00,25.00,63.02,98.00,51.00%,34.00
,Beijing,China,25.38,96.00,30.00,8.00,9.00,5.00,15.00,6.00,9.00,3.00,9.00,8.00,65.00,35.00,73.03,112.00,59.00%,26.00
,Cartagena,Colombia,25.88,97.00,32.00,6.00,6.00,8.00,13.00,8.00,11.00,1.00,13.00,12.00,110.00,59.00,33.33,52.00,6.00%,61.00
,Nassau,Bahamas,26.13,98.00,21.00,17.00,7.00,7.00,16.00,5.00,7.00,5.00,14.00,13.00,77.00,43.00,47.12,73.00,34.00%,46.00
,Paris,France,26.25,99.00,21.00,17.00,7.00,7.00,16.00,5.00,7.00,5.00,13.00,12.00,57.00,30.00,65.77,103.00,54.00%,31.00
,Miami,United States,26.50,100.00,30.00,8.00,10.00,4.00,14.00,7.00,11.00,1.00,16.00,15.00,201.00,87.00,29.27,45.00,36.00%,45.00
,Sofia,Bulgaria,26.63,101.00,23.00,15.00,8.00,6.00,15.00,6.00,9.00,3.00,10.00,9.00,78.00,44.00,76.59,115.00,73.00%,15.00
,Nairobi,Kenya,26.63,102.00,22.00,16.00,5.00,9.00,12.00,9.00,11.00,1.00,7.00,6.00,42.00,21.00,68.99,109.00,39.00%,42.00
,St Lucia,Saint Lucia,26.63,103.00,30.00,8.00,8.00,6.00,13.00,8.00,11.00,1.00,19.00,18.00,182.00,79.00,32.14,50.00,38.00%,43.00
,Brussels,Belgium,26.88,104.00,19.00,19.00,7.00,7.00,17.00,4.00,6.00,6.00,14.00,13.00,65.00,35.00,63.00,97.00,51.00%,34.00
,Singapore,Malaysia,27.13,105.00,31.00,7.00,6.00,8.00,12.00,9.00,11.00,1.00,13.00,12.00,157.00,74.00,33.31,51.00,15.00%,55.00
,Ubud,Indonesia,27.25,106.00,30.00,8.00,9.00,5.00,12.00,9.00,9.00,3.00,5.00,4.00,90.00,50.00,63.54,99.00,41.00%,40.00
,Cape Town,South Africa,27.38,107.00,17.00,21.00,5.00,9.00,10.00,11.00,3.00,9.00,13.00,12.00,189.00,84.00,30.84,47.00,59.00%,26.00
,San Juan,Puerto Rico,27.38,108.00,30.00,8.00,9.00,5.00,13.00,8.00,11.00,1.00,17.00,16.00,151.00,71.00,36.76,63.00,32.00%,47.00
,Seoul,South Korea,27.75,109.00,26.00,12.00,7.00,7.00,15.00,6.00,9.00,3.00,10.00,9.00,133.00,65.00,56.78,87.00,52.00%,33.00
,Nadi,Fiji,27.88,110.00,27.00,11.00,6.00,8.00,11.00,10.00,7.00,5.00,18.00,17.00,113.00,61.00,50.00,78.00,52.00%,33.00
,Warsaw,Poland,28.13,111.00,22.00,16.00,7.00,7.00,16.00,5.00,7.00,5.00,15.00,14.00,68.00,37.00,69.80,110.00,54.00%,31.00
,Milan,Italy,28.38,112.00,26.00,12.00,8.00,6.00,16.00,5.00,8.00,4.00,13.00,12.00,89.00,49.00,77.20,116.00,62.00%,23.00
,Montego Bay,Jamaica,29.00,113.00,31.00,7.00,7.00,7.00,13.00,8.00,11.00,1.00,13.00,12.00,122.00,63.00,51.67,81.00,22.00%,53.00
,Turin,Italy,29.13,114.00,24.00,14.00,7.00,7.00,16.00,5.00,8.00,4.00,14.00,13.00,88.00,48.00,79.57,118.00,61.00%,24.00
,Sarajevo,Bosnia and Herzegovina,29.38,115.00,21.00,17.00,7.00,7.00,15.00,6.00,8.00,4.00,14.00,13.00,97.00,53.00,73.83,113.00,63.00%,22.00
,Punta Cana,Dominican Republic,29.50,116.00,31.00,7.00,8.00,6.00,13.00,8.00,11.00,1.00,14.00,13.00,112.00,60.00,60.00,91.00,29.00%,50.00
,Boracay,Philippines,30.00,117.00,31.00,7.00,6.00,8.00,13.00,8.00,11.00,1.00,18.00,17.00,350.00,96.00,29.17,44.00,8.00%,59.00
,Tokyo,Japan,30.13,118.00,25.00,13.00,4.00,10.00,15.00,6.00,10.00,2.00,20.00,19.00,181.00,78.00,38.47,65.00,31.00%,48.00
,Bali,Indonesia,30.13,119.00,30.00,8.00,9.00,5.00,12.00,9.00,9.00,3.00,5.00,4.00,90.00,50.00,67.50,107.00,15.00%,55.00
,Kyoto,Japan,30.25,120.00,25.00,13.00,5.00,9.00,14.00,7.00,10.00,2.00,19.00,18.00,228.00,90.00,34.38,56.00,32.00%,47.00
,Phuket,Thailand,30.38,121.00,31.00,7.00,5.00,9.00,13.00,8.00,11.00,1.00,19.00,18.00,275.00,94.00,31.03,48.00,9.00%,58.00
,Havana,Cuba,30.75,122.00,31.00,7.00,8.00,6.00,14.00,7.00,11.00,1.00,13.00,12.00,194.00,86.00,50.00,78.00,30.00%,49.00
,Panama City,Panama,31.00,123.00,29.00,9.00,6.00,8.00,13.00,8.00,11.00,1.00,19.00,18.00,256.00,92.00,48.97,76.00,49.00%,36.00
,Busan,South Korea,31.25,124.00,24.00,14.00,6.00,8.00,14.00,7.00,10.00,2.00,11.00,10.00,224.00,89.00,51.14,80.00,41.00%,40.00
,Guadalajara,Mexico,31.50,125.00,30.00,8.00,7.00,7.00,13.00,8.00,11.00,1.00,14.00,13.00,193.00,85.00,54.11,84.00,34.00%,46.00
,Chamonix,France,31.63,126.00,8.00,26.00,7.00,7.00,16.00,5.00,9.00,3.00,18.00,17.00,152.00,72.00,61.96,94.00,56.00%,29.00
,Jakarta,Indonesia,31.75,127.00,32.00,6.00,8.00,6.00,12.00,9.00,10.00,2.00,11.00,10.00,100.00,56.00,78.62,117.00,31.00%,48.00
,Krakow,Poland,32.13,128.00,22.00,16.00,7.00,7.00,16.00,5.00,7.00,5.00,15.00,14.00,99.00,55.00,85.19,124.00,54.00%,31.00
,Siem Reap,Cambodia,32.25,129.00,33.00,5.00,6.00,8.00,13.00,8.00,11.00,1.00,15.00,14.00,166.00,76.00,57.50,88.00,9.00%,58.00
,Kingston,Jamaica,32.38,130.00,31.00,7.00,7.00,7.00,13.00,8.00,11.00,1.00,12.00,11.00,145.00,70.00,64.77,102.00,22.00%,53.00
,Colombo,Sri Lanka,32.88,131.00,30.00,8.00,6.00,8.00,13.00,8.00,11.00,1.00,15.00,14.00,186.00,82.00,54.44,86.00,13.00%,56.00
,Taipei,Taiwan,33.00,132.00,30.00,8.00,6.00,8.00,14.00,7.00,11.00,1.00,19.00,18.00,263.00,93.00,47.57,75.00,19.00%,54.00
,Shanghai,China,33.25,133.00,27.00,11.00,6.00,8.00,14.00,7.00,11.00,1.00,15.00,14.00,159.00,75.00,66.83,104.00,34.00%,46.00
,Malé,Maldives,33.88,134.00,30.00,8.00,7.00,7.00,12.00,9.00,11.00,1.00,14.00,13.00,183.00,80.00,62.93,96.00,12.00%,57.00
,Mexico City,Mexico,34.50,135.00,25.00,13.00,5.00,9.00,13.00,8.00,11.00,1.00,15.00,14.00,108.00,58.00,81.25,120.00,22.00%,53.00
,Bangkok,Thailand,35.50,136.00,33.00,5.00,6.00,8.00,13.00,8.00,11.00,1.00,15.00,14.00,159.00,75.00,74.27,114.00,8.00%,59.00
,Chiang Mai,Thailand,35.75,137.00,31.00,7.00,6.00,8.00,13.00,8.00,11.00,1.00,18.00,17.00,137.00,67.00,81.25,120.00,9.00%,58.00
,Hong Kong,China,37.63,138.00,30.00,8.00,6.00,8.00,13.00,8.00,11.00,1.00,19.00,18.00,366.00,98.00,66.98,105.00,15.00%,55.00
,Hanoi,Vietnam,38.63,139.00,33.00,5.00,6.00,8.00,13.00,8.00,11.00,1.00,15.00,14.00,242.00,91.00,84.93,123.00,8.00%,59.00
,Manila,Philippines,39.38,140.00,32.00,6.00,6.00,8.00,13.00,8.00,11.00,1.00,17.00,16.00,301.00,95.00,82.45,121.00,7.00%,60.00
