CITY,COUNTRY,AVERAGE RANK,OVERALL RANK,AVERAGE HIGHEST TEMP,AVERAGE HIGHEST TEMP RANK,AVG. DAILY HOURS OF SUNSHINE,AVG. DAILY HOURS OF SUNSHINE RANK,AVG. DAILY HOURS OF DAYLIGHT,AVG. DAILY HOURS OF DAYLIGHT RANK,AVERAGE UV ACROSS YEAR,AVERAGE UV ACROSS YEAR RANK,AVG. NUMBER OF DAYS PER MONTH WITH SOME RAIN ACROSS YEAR,AVG. NUMBER OF DAYS PER MONTH WITH SOME RAIN ACROSS YEAR RANK,AVG. MONTHLY RAINFALL ACROSS YEAR,AVG. MONTHLY RAINFALL ACROSS YEAR RANK,AIR POLLUTION SCORE,AIR POLLUTION SCORE RANK,% OF CLEAR SKIES ACROSS THE YEAR,% OF CLEAR SKIES ACROSS THE YEAR RANK
Bern,Switzerland,18.13,54.00,12.00,24.00,5.00,7.00,14.00,3.00,5.00,7.00,16.00,16.00,69.00,40.00,19.23,17.00,44.00%,31.00
Biarritz,France,19.38,66.00,16.00,20.00,6.00,6.00,13.00,4.00,6.00,6.00,18.00,18.00,126.00,66.00,15.00,8.00,48.00%,27.00
Bilbao,Spain,23.75,99.00,16.00,20.00,4.00,8.00,13.00,4.00,6.00,6.00,18.00,18.00,121.00,64.00,26.85,42.00,47.00%,28.00
Bora Bora,French Polynesia,24.63,104.00,31.00,6.00,7.00,5.00,12.00,5.00,11.00,1.00,12.00,12.00,162.00,75.00,33.33,52.00,34.00%,41.00
Boracay,Philippines,17.50,45.00,32.00,5.00,9.00,3.00,12.00,5.00,11.00,1.00,5.00,5.00,60.00,32.00,29.17,44.00,30.00%,45.00
Boston,USA,20.88,82.00,14.00,22.00,7.00,5.00,13.00,4.00,5.00,7.00,11.00,11.00,93.00,51.00,26.03,39.00,47.00%,28.00
Bratislava ,Slovakia,19.13,64.00,15.00,21.00,6.00,6.00,14.00,3.00,5.00,7.00,11.00,11.00,45.00,20.00,35.16,59.00,49.00%,26.00
Brisbane,Australia,16.50,32.00,26.00,11.00,7.00,5.00,11.00,6.00,7.00,5.00,11.00,11.00,94.00,52.00,26.22,40.00,75.00%,2.00
Bruges,Belgium,15.50,24.00,12.00,24.00,5.00,7.00,14.00,3.00,4.00,8.00,16.00,16.00,49.00,24.00,17.50,14.00,47.00%,28.00
Brussels,Belgium,26.38,118.00,14.00,22.00,5.00,7.00,14.00,3.00,4.00,8.00,15.00,15.00,55.00,29.00,63.00,97.00,45.00%,30.00
Budapest,Hungary,22.38,92.00,17.00,19.00,6.00,6.00,14.00,3.00,5.00,7.00,11.00,11.00,40.00,17.00,58.00,89.00,48.00%,27.00
Buenos Aires,Argentina,21.88,89.00,22.00,15.00,7.00,5.00,11.00,6.00,6.00,6.00,7.00,7.00,96.00,53.00,45.08,70.00,62.00%,13.00
Busan,South Korea,27.25,122.00,18.00,18.00,7.00,5.00,13.00,4.00,7.00,5.00,11.00,11.00,149.00,72.00,51.14,80.00,52.00%,23.00
Byron Bay,Australia,17.00,35.00,25.00,12.00,7.00,5.00,11.00,6.00,7.00,5.00,12.00,12.00,189.00,79.00,16.67,13.00,73.00%,4.00
Cairns,Australia,19.88,70.00,29.00,8.00,6.00,6.00,12.00,5.00,11.00,1.00,10.00,10.00,232.00,82.00,20.27,19.00,47.00%,28.00
Cairo ,Egypt,17.88,49.00,29.00,8.00,9.00,3.00,13.00,4.00,9.00,3.00,1.00,1.00,1.00,1.00,83.14,122.00,77.00%,1.00
Cancun,Mexico,8.50,3.00,32.00,5.00,8.00,4.00,13.00,4.00,11.00,1.00,3.00,3.00,43.00,19.00,22.41,25.00,68.00%,7.00
Cape Town,South Africa,17.75,47.00,22.00,15.00,7.00,5.00,11.00,6.00,6.00,6.00,8.00,8.00,82.00,46.00,30.84,47.00,66.00%,9.00
Cartagena,Colombia,16.63,33.00,32.00,5.00,7.00,5.00,12.00,5.00,11.00,1.00,3.00,3.00,34.00,13.00,33.33,52.00,20.00%,49.00
Chamonix,France,31.75,138.00,0.00,31.00,6.00,6.00,14.00,3.00,6.00,6.00,18.00,18.00,122.00,65.00,61.96,94.00,44.00%,31.00
Chiang Mai,Thailand,24.75,105.00,35.00,2.00,9.00,3.00,13.00,4.00,11.00,1.00,6.00,6.00,57.00,30.00,81.25,120.00,43.00%,32.00
Chicago ,USA,24.63,103.00,15.00,21.00,7.00,5.00,13.00,4.00,6.00,6.00,13.00,13.00,96.00,53.00,44.81,68.00,48.00%,27.00
Colombo,Sri Lanka,30.75,136.00,32.00,5.00,8.00,4.00,12.00,5.00,11.00,1.00,14.00,14.00,250.00,84.00,54.44,86.00,25.00%,47.00
Copenhagen,Denmark,15.13,21.00,10.00,26.00,6.00,6.00,14.00,3.00,3.00,9.00,13.00,13.00,41.00,18.00,18.80,16.00,45.00%,30.00
Crete,Greece,8.38,2.00,19.00,17.00,8.00,4.00,13.00,4.00,7.00,5.00,5.00,5.00,38.00,15.00,15.79,12.00,72.00%,5.00
Darwin,Australia,15.63,25.00,33.00,4.00,9.00,3.00,12.00,5.00,11.00,1.00,8.00,8.00,97.00,54.00,15.57,11.00,36.00%,39.00
Doha,Qatar,15.00,18.00,32.00,5.00,9.00,3.00,13.00,4.00,11.00,1.00,2.00,2.00,9.00,4.00,62.50,95.00,70.00%,6.00
Dubai,United Emirates,12.38,8.00,33.00,4.00,10.00,2.00,13.00,4.00,11.00,1.00,2.00,2.00,7.00,3.00,50.64,79.00,73.00%,4.00
Dublin,Ireland,20.38,73.00,12.00,24.00,5.00,7.00,14.00,3.00,4.00,8.00,15.00,15.00,47.00,22.00,33.61,53.00,44.00%,31.00
Dubrovnik,Croatia,17.00,37.00,16.00,20.00,6.00,6.00,13.00,4.00,5.00,7.00,13.00,13.00,108.00,60.00,11.36,4.00,53.00%,22.00
Edinburgh,United Kingdom,17.75,48.00,11.00,25.00,5.00,7.00,14.00,3.00,3.00,9.00,15.00,15.00,46.00,21.00,22.56,27.00,40.00%,35.00
Geneva ,Switzerland,20.50,76.00,14.00,22.00,6.00,6.00,14.00,3.00,5.00,7.00,14.00,14.00,71.00,42.00,26.52,41.00,46.00%,29.00
Gold Coast,Australia,15.88,28.00,26.00,11.00,7.00,5.00,11.00,6.00,7.00,5.00,11.00,11.00,150.00,73.00,16.67,13.00,74.00%,3.00
Gothenburg,Sweden,15.00,19.00,9.00,27.00,5.00,7.00,14.00,3.00,3.00,9.00,11.00,11.00,43.00,19.00,16.67,13.00,44.00%,31.00
Guadalajara,Mexico,15.13,20.00,31.00,6.00,9.00,3.00,13.00,4.00,11.00,1.00,3.00,3.00,7.00,3.00,54.11,84.00,58.00%,17.00
Hamburg,Germany,18.25,56.00,12.00,24.00,5.00,7.00,14.00,3.00,4.00,8.00,14.00,14.00,49.00,24.00,25.66,36.00,45.00%,30.00
Hanoi,Vietnam,29.63,129.00,27.00,10.00,4.00,8.00,13.00,4.00,11.00,1.00,14.00,14.00,97.00,54.00,84.93,123.00,52.00%,23.00
Havana,Cuba,17.50,44.00,29.00,8.00,9.00,3.00,13.00,4.00,11.00,1.00,5.00,5.00,63.00,34.00,50.00,78.00,68.00%,7.00
Helsinki,Finland,13.75,12.00,7.00,29.00,6.00,6.00,15.00,2.00,3.00,9.00,13.00,13.00,37.00,14.00,9.73,2.00,40.00%,35.00
Hong Kong,China,30.25,133.00,25.00,12.00,4.00,8.00,13.00,4.00,11.00,1.00,11.00,11.00,161.00,74.00,66.98,105.00,48.00%,27.00
Honolulu,USA,9.50,6.00,27.00,10.00,8.00,4.00,13.00,4.00,11.00,1.00,10.00,10.00,16.00,5.00,25.00,35.00,68.00%,7.00
Hvar,Croatia,15.88,30.00,17.00,19.00,7.00,5.00,13.00,4.00,5.00,7.00,12.00,12.00,69.00,40.00,20.37,20.00,55.00%,20.00
Ibiza ,Spain,15.88,29.00,18.00,18.00,8.00,4.00,13.00,4.00,6.00,6.00,10.00,10.00,39.00,16.00,34.09,55.00,61.00%,14.00
Jakarta,Indonesia,34.63,139.00,33.00,4.00,8.00,4.00,12.00,5.00,11.00,1.00,15.00,15.00,195.00,80.00,78.62,117.00,17.00%,51.00
Kingston,Jamaica,21.50,85.00,31.00,6.00,8.00,4.00,13.00,4.00,11.00,1.00,7.00,7.00,68.00,39.00,64.77,102.00,66.00%,9.00
Krakow,Poland,28.88,126.00,14.00,22.00,5.00,7.00,14.00,3.00,4.00,8.00,13.00,13.00,50.00,25.00,85.19,124.00,46.00%,29.00
Kyoto,Japan,25.25,107.00,17.00,19.00,6.00,6.00,13.00,4.00,8.00,4.00,17.00,17.00,134.00,69.00,34.38,56.00,48.00%,27.00
Lagos,Portugal,17.38,41.00,32.00,5.00,6.00,6.00,12.00,5.00,11.00,1.00,9.00,9.00,149.00,72.00,23.53,31.00,65.00%,10.00
Lake Como,Italy,22.50,94.00,16.00,20.00,6.00,6.00,14.00,3.00,5.00,7.00,10.00,10.00,68.00,39.00,45.45,71.00,51.00%,24.00
Las Vegas ,USA,13.00,9.00,25.00,12.00,12.00,1.00,13.00,4.00,8.00,4.00,2.00,2.00,4.00,2.00,47.36,74.00,72.00%,5.00
Lisbon,Portugal,19.13,63.00,19.00,17.00,7.00,5.00,13.00,4.00,6.00,6.00,11.00,11.00,64.00,35.00,36.00,62.00,62.00%,13.00
Ljubljana,Slovenia,22.88,98.00,15.00,21.00,6.00,6.00,14.00,3.00,5.00,7.00,15.00,15.00,106.00,58.00,28.50,43.00,45.00%,30.00
London,United Kingdom,25.75,115.00,13.00,23.00,5.00,7.00,14.00,3.00,4.00,8.00,14.00,14.00,47.00,22.00,63.02,98.00,44.00%,31.00
Los Angeles,USA,17.75,46.00,22.00,15.00,10.00,2.00,13.00,4.00,8.00,4.00,3.00,3.00,29.00,10.00,64.35,100.00,73.00%,4.00
Madrid,Spain,19.25,65.00,18.00,18.00,7.00,5.00,13.00,4.00,6.00,6.00,12.00,12.00,45.00,20.00,46.16,72.00,58.00%,17.00
Malaga ,Spain,14.13,13.00,19.00,17.00,7.00,5.00,13.00,4.00,7.00,5.00,11.00,11.00,47.00,22.00,25.74,37.00,63.00%,12.00
Malé,Maldives,28.88,127.00,32.00,5.00,9.00,3.00,12.00,5.00,11.00,1.00,10.00,10.00,129.00,68.00,62.93,96.00,32.00%,43.00
Manila,Philippines,23.75,100.00,34.00,3.00,9.00,3.00,12.00,5.00,11.00,1.00,4.00,4.00,34.00,13.00,82.45,121.00,35.00%,40.00
Marrakech,Morocco,20.63,77.00,24.00,13.00,9.00,3.00,13.00,4.00,8.00,4.00,6.00,6.00,29.00,10.00,80.16,119.00,70.00%,6.00
Melbourne,Australia,14.38,15.00,20.00,16.00,5.00,7.00,11.00,6.00,5.00,7.00,9.00,9.00,54.00,28.00,22.78,29.00,62.00%,13.00
Mexico City,Mexico,21.38,84.00,27.00,10.00,6.00,6.00,13.00,4.00,11.00,1.00,6.00,6.00,22.00,8.00,81.25,120.00,59.00%,16.00
Miami,United States,14.50,16.00,27.00,10.00,10.00,2.00,13.00,4.00,11.00,1.00,5.00,5.00,68.00,39.00,29.27,45.00,65.00%,10.00
Milan,Italy,29.75,130.00,17.00,19.00,6.00,6.00,14.00,3.00,5.00,7.00,13.00,13.00,92.00,50.00,77.20,116.00,51.00%,24.00
Monaco,Monaco,26.13,117.00,14.00,22.00,7.00,5.00,13.00,4.00,5.00,7.00,11.00,11.00,69.00,40.00,64.39,101.00,56.00%,19.00
Montego Bay,Jamaica,17.38,40.00,30.00,7.00,8.00,4.00,13.00,4.00,11.00,1.00,7.00,7.00,53.00,27.00,51.67,81.00,67.00%,8.00
Montreal,Canada,21.88,90.00,11.00,25.00,6.00,6.00,14.00,3.00,5.00,7.00,12.00,12.00,78.00,45.00,30.43,46.00,44.00%,31.00
Munich,Germany,19.00,62.00,13.00,23.00,5.00,7.00,14.00,3.00,5.00,7.00,16.00,16.00,59.00,31.00,24.38,33.00,43.00%,32.00
Mykonos,Greece,17.38,39.00,18.00,18.00,9.00,3.00,13.00,4.00,6.00,6.00,6.00,6.00,29.00,10.00,54.33,85.00,68.00%,7.00
Nadi,Fiji,30.63,135.00,29.00,8.00,5.00,7.00,12.00,5.00,11.00,1.00,20.00,19.00,288.00,85.00,50.00,78.00,33.00%,42.00
Nairobi,Kenya,35.13,140.00,24.00,13.00,7.00,5.00,12.00,5.00,11.00,1.00,20.00,19.00,244.00,83.00,68.99,109.00,27.00%,46.00
Naples,Italy,27.50,124.00,18.00,18.00,6.00,6.00,13.00,4.00,6.00,6.00,13.00,13.00,71.00,42.00,71.64,111.00,55.00%,20.00
Nassau,Bahamas,15.75,26.00,28.00,9.00,9.00,3.00,13.00,4.00,11.00,1.00,7.00,7.00,46.00,21.00,47.12,73.00,67.00%,8.00
New Orleans,USA,20.88,81.00,26.00,11.00,9.00,3.00,13.00,4.00,10.00,2.00,7.00,7.00,127.00,67.00,35.33,60.00,62.00%,13.00
New York,USA,26.00,116.00,16.00,20.00,8.00,4.00,13.00,4.00,6.00,6.00,11.00,11.00,101.00,55.00,53.22,83.00,50.00%,25.00
Nice,France,22.63,95.00,15.00,21.00,7.00,5.00,13.00,4.00,5.00,7.00,10.00,10.00,66.00,37.00,50.00,78.00,56.00%,19.00
Oslo,Norway,19.50,67.00,8.00,28.00,5.00,7.00,16.00,1.00,2.00,10.00,17.00,17.00,55.00,29.00,22.83,30.00,41.00%,34.00
Palma de Mallorca,Spain,15.25,22.00,17.00,19.00,7.00,5.00,13.00,4.00,6.00,6.00,11.00,11.00,57.00,30.00,23.81,32.00,60.00%,15.00
Panama City,Panama,18.75,59.00,32.00,5.00,9.00,3.00,12.00,5.00,11.00,1.00,3.00,3.00,77.00,44.00,48.97,76.00,62.00%,13.00
Paris,France,25.75,114.00,14.00,22.00,6.00,6.00,14.00,3.00,4.00,8.00,15.00,15.00,45.00,20.00,65.77,103.00,46.00%,29.00
Perth,Australia,10.75,7.00,25.00,12.00,7.00,5.00,11.00,6.00,6.00,6.00,9.00,9.00,45.00,20.00,21.43,22.00,70.00%,6.00
Petra,Jordan,16.75,34.00,24.00,13.00,9.00,3.00,13.00,4.00,10.00,2.00,2.00,2.00,7.00,3.00,67.22,106.00,77.00%,1.00
Phuket,Thailand,24.50,102.00,33.00,4.00,8.00,4.00,12.00,5.00,11.00,1.00,11.00,11.00,140.00,70.00,31.03,48.00,12.00%,53.00
Porto,Portugal,19.00,60.00,18.00,18.00,7.00,5.00,13.00,4.00,6.00,6.00,14.00,14.00,108.00,60.00,22.31,24.00,54.00%,21.00
Prague,Czech Republic,19.00,61.00,14.00,22.00,6.00,6.00,14.00,3.00,4.00,8.00,12.00,12.00,37.00,14.00,35.00,58.00,46.00%,29.00
Punta Cana,Dominican Republic,21.00,83.00,30.00,7.00,9.00,3.00,13.00,4.00,11.00,1.00,11.00,11.00,73.00,43.00,60.00,91.00,67.00%,8.00
Queenstown,New Zealand,17.88,50.00,13.00,23.00,4.00,8.00,11.00,6.00,3.00,9.00,11.00,11.00,88.00,49.00,10.00,3.00,41.00%,34.00
Rio de Janeiro,Brazil,25.75,112.00,27.00,10.00,6.00,6.00,12.00,5.00,9.00,3.00,15.00,15.00,146.00,71.00,53.11,82.00,61.00%,14.00
Rome,Italy,21.75,88.00,18.00,18.00,7.00,5.00,13.00,4.00,6.00,6.00,13.00,13.00,62.00,33.00,49.81,77.00,57.00%,18.00
Rotterdam,Netherlands,17.38,42.00,12.00,24.00,5.00,7.00,14.00,3.00,4.00,8.00,13.00,13.00,43.00,19.00,25.76,38.00,48.00%,27.00
Salzburg,Austria,19.75,69.00,13.00,23.00,5.00,7.00,14.00,3.00,5.00,7.00,16.00,16.00,97.00,54.00,18.06,15.00,42.00%,33.00
San Francisco,USA,17.00,36.00,17.00,19.00,10.00,2.00,13.00,4.00,7.00,5.00,6.00,6.00,40.00,17.00,40.97,66.00,58.00%,17.00
San Juan,Puerto Rico,20.75,79.00,29.00,8.00,9.00,3.00,13.00,4.00,11.00,1.00,14.00,14.00,121.00,64.00,36.76,63.00,66.00%,9.00
Santorini,Greece,14.88,17.00,19.00,17.00,8.00,4.00,13.00,4.00,7.00,5.00,5.00,5.00,28.00,9.00,44.88,69.00,70.00%,6.00
Sarajevo,Bosnia and Herzegovina,30.50,134.00,13.00,23.00,5.00,7.00,13.00,4.00,5.00,7.00,15.00,15.00,78.00,45.00,73.83,113.00,45.00%,30.00
Seattle,USA,21.50,87.00,14.00,22.00,7.00,5.00,14.00,3.00,5.00,7.00,13.00,13.00,66.00,37.00,31.53,49.00,39.00%,36.00
Seoul,South Korea,25.50,109.00,17.00,19.00,8.00,4.00,13.00,4.00,7.00,5.00,8.00,8.00,102.00,56.00,56.78,87.00,54.00%,21.00
Seville,Spain,18.25,55.00,22.00,15.00,8.00,4.00,13.00,4.00,7.00,5.00,11.00,11.00,54.00,28.00,41.41,67.00,63.00%,12.00
Shanghai,China,29.88,131.00,18.00,18.00,5.00,7.00,13.00,4.00,9.00,3.00,15.00,15.00,103.00,57.00,66.83,104.00,44.00%,31.00
Siem Reap,Cambodia,23.88,101.00,36.00,1.00,8.00,4.00,12.00,5.00,11.00,1.00,7.00,7.00,64.00,35.00,57.50,88.00,19.00%,50.00
Singapore,Malaysia,27.13,121.00,31.00,6.00,6.00,6.00,12.00,5.00,11.00,1.00,15.00,15.00,201.00,81.00,33.31,51.00,16.00%,52.00
Sofia,Bulgaria,26.50,119.00,15.00,21.00,6.00,6.00,13.00,4.00,5.00,7.00,9.00,9.00,52.00,26.00,76.59,115.00,51.00%,24.00
Sorrento,Italy,25.38,108.00,17.00,19.00,6.00,6.00,13.00,4.00,6.00,6.00,13.00,13.00,53.00,27.00,71.64,111.00,58.00%,17.00
Split,Croatia,17.13,38.00,16.00,20.00,7.00,5.00,13.00,4.00,5.00,7.00,13.00,13.00,82.00,46.00,20.37,20.00,53.00%,22.00
St Barts,Saint Barthélemy,15.38,23.00,30.00,7.00,9.00,3.00,13.00,4.00,11.00,1.00,12.00,12.00,65.00,36.00,32.14,50.00,65.00%,10.00
St Lucia,Saint Lucia,20.75,80.00,29.00,8.00,8.00,4.00,12.00,5.00,11.00,1.00,11.00,11.00,96.00,53.00,32.14,50.00,41.00%,34.00
Stockholm,Sweden,13.75,11.00,8.00,28.00,5.00,7.00,15.00,2.00,3.00,9.00,11.00,11.00,30.00,11.00,15.10,9.00,42.00%,33.00
Sunshine Coast,Australia,17.50,43.00,26.00,11.00,7.00,5.00,11.00,6.00,8.00,4.00,11.00,11.00,174.00,77.00,22.12,23.00,74.00%,3.00
Sydney,Australia,18.00,51.00,23.00,14.00,7.00,5.00,11.00,6.00,6.00,6.00,11.00,11.00,118.00,62.00,24.53,34.00,70.00%,6.00
Taipei,Taiwan,28.13,125.00,24.00,13.00,4.00,8.00,13.00,4.00,11.00,1.00,18.00,18.00,163.00,76.00,47.57,75.00,45.00%,30.00
Tallinn,Estonia,14.25,14.00,7.00,29.00,6.00,6.00,15.00,2.00,3.00,9.00,13.00,13.00,38.00,15.00,14.54,7.00,42.00%,33.00
Tokyo,Japan,25.50,110.00,19.00,17.00,5.00,7.00,13.00,4.00,7.00,5.00,16.00,16.00,119.00,63.00,38.47,65.00,48.00%,27.00
Toronto,Canada,21.50,86.00,11.00,25.00,6.00,6.00,13.00,4.00,5.00,7.00,11.00,11.00,67.00,38.00,33.74,54.00,48.00%,27.00
Tromsø,Norway,18.00,52.00,3.00,30.00,5.00,7.00,16.00,1.00,2.00,10.00,17.00,17.00,55.00,29.00,14.06,6.00,31.00%,44.00
Tulum,Mexico,8.25,1.00,33.00,4.00,8.00,4.00,13.00,4.00,11.00,1.00,3.00,3.00,45.00,20.00,21.43,22.00,67.00%,8.00
Turin,Italy,30.13,132.00,16.00,20.00,6.00,6.00,14.00,3.00,5.00,7.00,13.00,13.00,88.00,49.00,79.57,118.00,50.00%,25.00
Ubud,Indonesia,29.13,128.00,31.00,6.00,10.00,2.00,12.00,5.00,11.00,1.00,11.00,11.00,117.00,61.00,63.54,99.00,24.00%,48.00
Valletta ,Malta,19.75,68.00,19.00,17.00,8.00,4.00,13.00,4.00,7.00,5.00,6.00,6.00,20.00,7.00,68.06,108.00,68.00%,7.00
Vancouver,Canada,20.63,78.00,13.00,23.00,6.00,6.00,14.00,3.00,4.00,8.00,15.00,15.00,97.00,54.00,19.82,18.00,37.00%,38.00
Venice,Italy,25.75,113.00,17.00,19.00,6.00,6.00,14.00,3.00,5.00,7.00,12.00,12.00,71.00,42.00,60.19,92.00,50.00%,25.00
Victoria,Seychelles,25.00,106.00,30.00,7.00,8.00,4.00,12.00,5.00,11.00,1.00,17.00,17.00,178.00,78.00,33.33,52.00,39.00%,36.00
Vienna,Austria,13.00,10.00,16.00,20.00,6.00,6.00,14.00,3.00,4.00,8.00,12.00,12.00,43.00,19.00,15.50,10.00,49.00%,26.00
Villefranche-sur-Mer,France,22.75,96.00,15.00,21.00,7.00,5.00,13.00,4.00,5.00,7.00,11.00,11.00,66.00,37.00,50.00,78.00,56.00%,19.00
Warsaw,Poland,25.63,111.00,13.00,23.00,5.00,7.00,14.00,3.00,4.00,8.00,13.00,13.00,34.00,13.00,69.80,110.00,47.00%,28.00
Wellington,New Zealand,16.00,31.00,17.00,19.00,5.00,7.00,11.00,6.00,4.00,8.00,11.00,11.00,107.00,59.00,13.92,5.00,62.00%,13.00
Zagreb,Croatia,22.75,97.00,17.00,19.00,6.00,6.00,14.00,3.00,5.00,7.00,14.00,14.00,84.00,47.00,34.43,57.00,46.00%,29.00
Zanzibar,Tanzania,20.00,71.00,30.00,7.00,6.00,6.00,12.00,5.00,11.00,1.00,17.00,17.00,385.00,86.00,8.33,1.00,38.00%,37.00
Zurich,Switzerland,20.38,74.00,13.00,23.00,5.00,7.00,14.00,3.00,5.00,7.00,16.00,16.00,87.00,48.00,22.45,26.00,42.00%,33.00
